,model,network_idx,size_of_network,num_link,C0,C1,C2,C3,robustness_pa,robustness_ip,empty_io_ratio,deterministic_io_ratio,redundancy,num_input,num_output
186,apoptosis,17,41,71,41,0,0,0,0.774390243902439,0.9512195121951219,1.0,0.0,-1,2.0,1.0
187,apoptosis,63,41,73,40,0,0,1,0.7682926829268293,0.9512195121951219,1.0,0.0,-1,2.0,1.0
188,apoptosis,49,41,73,41,0,0,0,0.774390243902439,0.9512195121951219,1.0,0.0,-1,2.0,1.0
189,apoptosis,18,41,72,34,6,0,1,0.7317073170731707,0.9512195121951219,1.0,0.0,-1,2.0,1.0
190,apoptosis,4,41,71,41,0,0,0,0.7195121951219512,0.9512195121951219,1.0,0.0,-1,2.0,1.0
191,apoptosis,50,41,71,41,0,0,0,0.7926829268292683,0.9512195121951219,1.0,0.0,-1,2.0,1.0
192,apoptosis,5,41,71,39,1,0,1,0.7926829268292683,0.9512195121951219,1.0,0.0,-1,2.0,1.0
193,apoptosis,54,41,70,40,0,0,1,0.7560975609756098,0.9512195121951219,1.0,0.0,-1,2.0,1.0
194,apoptosis,65,41,73,40,0,0,1,0.6951219512195121,0.9512195121951219,1.0,0.0,-1,2.0,1.0
195,apoptosis,64,41,72,36,2,0,3,0.5,0.8925304878048781,1.0,0.0,-1,2.0,1.0
196,apoptosis,19,41,71,39,1,0,1,0.8048780487804879,0.9512195121951219,1.0,0.0,-1,2.0,1.0
197,apoptosis,51,41,71,40,0,0,1,0.6097560975609756,0.9512195121951219,1.0,0.0,-1,2.0,1.0
198,apoptosis,52,41,71,41,0,0,0,0.7926829268292683,0.9458126905487805,1.0,0.0,-1,2.0,1.0
199,apoptosis,6,41,72,41,0,0,0,0.7682926829268293,0.9512195121951219,1.0,0.0,-1,2.0,1.0
200,bt474_short,99,16,31,5,3,0,8,0.5,0.63348388671875,0.25,0.5,4.052631578947368,5.0,2.0
201,bt474_short,82,16,34,4,7,0,5,0.796875,0.6875,0.8125,0.09375,7.6,5.0,2.0
202,bt474_short,9,16,31,16,0,0,0,0.65625,0.6240234375,1.0,0.0,-1,5.0,2.0
203,bt474_short,65,16,30,9,3,0,4,0.71875,0.63836669921875,0.5,0.25,3.4,5.0,2.0
204,bt474_short,10,16,34,8,4,0,4,0.625,0.6309814453125,0.75,0.125,10.0,5.0,2.0
205,bt474_short,98,16,31,6,5,0,5,0.5625,0.6875,0.0,0.75,4.266666666666667,5.0,2.0
206,bt474_short,81,16,33,16,0,0,0,0.46875,0.60675048828125,1.0,0.0,-1,5.0,2.0
207,bt474_short,64,16,34,11,3,0,2,0.4375,0.5789794921875,1.0,0.0,-1,5.0,2.0
208,bt474_short,97,16,34,7,7,0,2,0.6875,0.6875,0.0,1.0,8.777777777777779,5.0,2.0
209,bt474_short,80,16,32,10,2,0,4,0.90625,0.6519775390625,0.5,0.25,11.2,5.0,2.0
210,bt474_short,63,16,31,4,6,0,6,0.765625,0.68304443359375,0.0,0.8125,3.1384615384615384,5.0,2.0
211,bt474_short,11,16,31,6,5,0,5,0.59375,0.64886474609375,0.0,0.9375,5.745762711864407,5.0,2.0
212,bt474_short,96,16,33,3,4,0,9,0.5625,0.60498046875,0.0,0.875,2.5483870967741935,5.0,2.0
213,bt474_short,79,16,30,11,2,0,3,0.90625,0.6875,0.5,0.25,6.75,5.0,2.0
214,bt474_short,62,16,33,13,1,0,2,0.65625,0.63555908203125,0.0,0.5,4.4,5.0,2.0
215,bt474_short,95,16,30,7,5,0,4,0.6875,0.6875,0.5,0.5,7.0,5.0,2.0
216,bt474_short,78,16,30,6,3,0,7,0.6875,0.67352294921875,0.0,0.96875,2.4838709677419355,5.0,2.0
217,bt474_short,61,16,32,1,6,0,9,0.5,0.654296875,0.09375,0.84375,4.881481481481481,5.0,2.0
218,bt474_short,94,16,32,2,6,0,8,0.4737723214285714,0.671142578125,0.4375,0.40625,4.6,5.0,2.0
219,bt474_short,7,16,33,10,5,0,1,0.625,0.63397216796875,0.0,0.5,3.6,5.0,2.0
220,bt474_short,77,16,34,7,6,0,3,0.8125,0.6712646484375,0.0,0.5,4.0,5.0,2.0
221,bt474_short,60,16,31,8,3,0,5,0.75,0.6875,0.375,0.3125,7.4,5.0,2.0
222,bt474_short,13,16,28,15,0,0,1,0.546875,0.597412109375,1.0,0.0,-1,5.0,2.0
223,bt474_short,93,16,32,8,2,0,6,0.59375,0.6875,0.125,0.4375,4.0,5.0,2.0
224,bt474_short,76,16,34,2,6,0,8,0.65625,0.64044189453125,0.375,0.3125,11.6,5.0,2.0
225,bt474_short,59,16,32,13,2,0,1,0.65625,0.6875,0.0,0.5,3.0,5.0,2.0
226,bt474_short,92,16,32,3,4,0,9,0.5625,0.6875,0.5625,0.21875,8.4,5.0,2.0
227,bt474_short,75,16,32,3,7,0,6,0.65625,0.64776611328125,0.25,0.375,6.4,5.0,2.0
228,bt474_short,14,16,31,3,5,0,8,0.5729166666666667,0.62677001953125,0.3125,0.34375,5.6,5.0,2.0
229,bt474_short,91,16,34,5,5,0,6,0.59375,0.60137939453125,0.0,0.875,5.0285714285714285,5.0,2.0
230,bt474_short,74,16,30,16,0,0,0,0.78125,0.6875,1.0,0.0,-1,5.0,2.0
231,bt474_short,0,16,33,3,4,0,9,0.546875,0.6229248046875,0.21875,0.390625,13.2,5.0,2.0
232,bt474_short,90,16,34,3,6,0,7,0.65625,0.68170166015625,0.0,0.65625,6.123809523809523,5.0,2.0
233,bt474_short,73,16,32,1,5,0,10,0.4375,0.6556396484375,0.0,0.78125,4.88,5.0,2.0
234,bt474_short,32,16,33,10,3,0,3,0.5338541666666666,0.6702880859375,0.5,0.25,2.8,5.0,2.0
235,bt474_short,56,16,34,12,3,0,1,0.6875,0.685791015625,0.0,0.5,6.6,5.0,2.0
236,bt474_short,6,16,34,6,6,0,4,0.3229166666666667,0.67034912109375,0.125,0.4375,7.4,5.0,2.0
237,bt474_short,89,16,31,13,1,0,2,0.90625,0.6400146484375,0.5,0.25,5.0,5.0,2.0
238,bt474_short,15,16,32,8,3,0,5,0.59375,0.6182861328125,0.0,0.8125,2.3404255319148937,5.0,2.0
239,bt474_short,72,16,28,8,4,0,4,0.5,0.68017578125,0.125,0.4375,3.3333333333333335,5.0,2.0
240,bt474_short,5,16,33,16,0,0,0,0.59375,0.6875,1.0,0.0,-1,5.0,2.0
241,bt474_short,16,16,33,6,5,0,5,0.34375,0.57147216796875,0.0,0.9375,2.6666666666666665,5.0,2.0
242,bt474_short,57,16,32,7,4,0,5,0.515625,0.6575927734375,0.125,0.4375,2.6,5.0,2.0
243,bt474_short,88,16,33,4,5,0,7,0.75,0.57257080078125,0.0625,0.78125,4.826086956521739,5.0,2.0
244,bt474_short,71,16,34,3,6,0,7,0.59375,0.5946044921875,0.6875,0.15625,9.0,5.0,2.0
245,bt474_short,87,16,31,6,5,0,5,0.75,0.6875,0.0,0.96875,4.7935483870967746,5.0,2.0
246,bt474_short,70,16,31,3,8,0,5,0.421875,0.61590576171875,0.0,0.8125,2.795918367346939,5.0,2.0
247,bt474_short,17,16,32,4,5,0,7,0.78125,0.6875,0.5,0.25,6.0,5.0,2.0
248,bt474_short,58,16,31,3,5,0,8,0.625,0.66766357421875,0.0,0.78125,3.464,5.0,2.0
249,bt474_short,86,16,34,10,3,0,3,0.828125,0.63409423828125,0.5,0.25,2.6,5.0,2.0
250,bt474_short,69,16,33,6,5,0,5,0.65625,0.56500244140625,0.9375,0.03125,4.6,5.0,2.0
251,bt474_short,55,16,32,11,3,0,2,0.84375,0.6551513671875,0.25,0.375,3.8,5.0,2.0
252,bt474_short,8,16,32,14,1,0,1,0.625,0.6610107421875,0.0,0.5,4.0,5.0,2.0
253,bt474_short,85,16,32,2,8,0,6,0.75,0.6875,0.0,0.75,4.733333333333333,5.0,2.0
254,bt474_short,68,16,34,10,3,0,3,0.46875,0.50469970703125,0.5,0.25,5.75,5.0,2.0
255,bt474_short,12,16,31,16,0,0,0,0.578125,0.64410400390625,1.0,0.0,-1,5.0,2.0
256,bt474_short,84,16,32,4,4,0,8,0.71875,0.65606689453125,0.25,0.6875,4.2727272727272725,5.0,2.0
257,bt474_short,18,16,31,3,5,0,8,0.4375,0.56585693359375,0.0,0.78125,3.3333333333333335,5.0,2.0
258,bt474_short,67,16,31,2,4,0,10,0.59375,0.67138671875,0.125,0.84375,3.7355371900826446,5.0,2.0
259,bt474_short,83,16,30,9,3,0,4,0.75,0.62908935546875,0.25,0.375,3.8,5.0,2.0
260,bt474_short,66,16,31,11,1,0,4,0.71875,0.6875,0.5,0.25,4.8,5.0,2.0
261,bt474_short,19,16,32,10,1,0,5,0.8203125,0.59234619140625,0.0,0.75,2.5454545454545454,5.0,2.0
262,bt474_short,35,16,31,16,0,0,0,0.796875,0.64996337890625,1.0,0.0,-1,5.0,2.0
263,bt474_short,30,16,33,4,3,0,9,0.5,0.65374755859375,0.8125,0.09375,7.2,5.0,2.0
264,bt474_short,49,16,31,9,3,0,4,0.4375,0.58892822265625,0.0,0.5,2.6,5.0,2.0
265,bt474_short,40,16,32,5,7,0,4,0.71875,0.6396484375,0.25,0.75,2.8,5.0,2.0
266,bt474_short,50,16,33,2,5,0,9,0.4375,0.6875,0.0625,0.6875,4.125,5.0,2.0
267,bt474_short,34,16,30,4,3,0,9,0.65625,0.65338134765625,0.0,0.90625,2.8931297709923665,5.0,2.0
268,bt474_short,36,16,33,6,6,0,4,0.71875,0.6875,0.75,0.125,9.2,5.0,2.0
269,bt474_short,4,16,30,9,3,0,4,0.5625,0.6875,0.0,0.5,1.6,5.0,2.0
270,bt474_short,42,16,30,2,6,0,8,0.5,0.674560546875,0.4375,0.3125,2.8095238095238093,5.0,2.0
271,bt474_short,24,16,31,16,0,0,0,0.59375,0.59954833984375,1.0,0.0,-1,5.0,2.0
272,bt474_short,23,16,31,2,8,0,6,0.78125,0.62841796875,0.0625,0.6875,2.5625,5.0,2.0
273,bt474_short,54,16,31,11,3,0,2,0.453125,0.58685302734375,0.0,0.5,2.8,5.0,2.0
274,bt474_short,25,16,32,8,2,0,6,0.6875,0.6875,0.125,0.4375,5.333333333333333,5.0,2.0
275,bt474_short,31,16,33,7,5,0,4,0.46875,0.6640625,0.125,0.4375,8.75,5.0,2.0
276,bt474_short,41,16,33,6,5,0,5,0.59375,0.672119140625,0.125,0.4375,7.4,5.0,2.0
277,bt474_short,22,16,31,12,3,0,1,0.8125,0.6875,0.0,0.5,12.0,5.0,2.0
278,bt474_short,52,16,33,13,2,0,1,0.625,0.62615966796875,0.0,0.5,6.666666666666667,5.0,2.0
279,bt474_short,21,16,33,3,6,0,7,0.828125,0.6875,0.0,0.65625,3.9178082191780823,5.0,2.0
280,bt474_short,28,16,32,6,4,0,6,0.78125,0.67010498046875,0.125,0.4375,6.2,5.0,2.0
281,bt474_short,43,16,30,8,5,0,3,0.65625,0.62896728515625,1.0,0.0,-1,5.0,2.0
282,bt474_short,53,16,34,3,7,0,6,0.625,0.64154052734375,0.0625,0.46875,2.2,5.0,2.0
283,bt474_short,2,16,32,10,4,0,2,0.78125,0.65576171875,0.0,0.5,5.4,5.0,2.0
284,bt474_short,51,16,32,10,2,0,4,0.375,0.5799560546875,0.375,0.3125,2.4,5.0,2.0
285,bt474_short,48,16,32,3,6,1,6,0.59375,0.66864013671875,0.0,0.625,2.6470588235294117,5.0,2.0
286,bt474_short,33,16,30,1,6,0,9,0.6875,0.6573486328125,0.0,0.921875,3.5513307984790874,5.0,2.0
287,bt474_short,47,16,33,11,2,0,3,0.65625,0.6875,0.0,1.0,5.2,5.0,2.0
288,bt474_short,39,16,31,8,3,0,5,0.625,0.6875,0.25,0.75,4.9,5.0,2.0
289,bt474_short,27,16,32,15,0,0,1,0.5,0.6522216796875,1.0,0.0,-1,5.0,2.0
290,bt474_short,37,16,33,12,2,0,2,0.53125,0.6636962890625,0.0,0.5,3.4,5.0,2.0
291,bt474_short,3,16,34,4,3,0,9,0.6875,0.64471435546875,0.25,0.6875,5.363636363636363,5.0,2.0
292,bt474_short,1,16,32,16,0,0,0,0.59375,0.67340087890625,1.0,0.0,-1,5.0,2.0
293,bt474_short,26,16,31,3,6,0,7,0.5,0.67767333984375,0.03125,0.484375,8.4,5.0,2.0
294,bt474_short,44,16,32,4,5,0,7,0.40625,0.673095703125,0.9375,0.03125,4.4,5.0,2.0
295,bt474_short,38,16,32,11,2,0,3,0.671875,0.67230224609375,1.0,0.0,-1,5.0,2.0
296,bt474_short,20,16,30,9,5,0,2,0.6875,0.6875,0.0,1.0,3.7,5.0,2.0
297,bt474_short,45,16,30,5,5,0,6,0.90625,0.648681640625,0.0625,0.46875,5.8,5.0,2.0
298,bt474_short,29,16,32,9,5,0,2,0.8125,0.66143798828125,0.0,0.5,3.5,5.0,2.0
299,bt474_short,46,16,33,2,6,0,8,0.59375,0.6875,0.5,0.25,4.8,5.0,2.0
300,colitis,24,70,153,55,12,3,0,0.7035714285714286,0.9158482142857143,1.0,0.0,-1,1.0,2.0
301,colitis,75,70,151,64,6,0,0,0.5660714285714286,0.9068777901785714,1.0,0.0,-1,1.0,2.0
302,colitis,74,70,150,65,2,0,3,0.6142857142857143,0.8125697544642857,1.0,0.0,-1,1.0,2.0
303,colitis,57,70,151,63,5,0,2,0.5142857142857142,0.8296735491071429,1.0,0.0,-1,1.0,2.0
304,colitis,23,70,152,66,3,1,0,0.7285714285714285,0.9857142857142858,1.0,0.0,-1,1.0,2.0
305,colitis,73,70,150,54,15,1,0,0.6571428571428571,0.9352399553571429,1.0,0.0,-1,1.0,2.0
306,colitis,72,70,151,68,2,0,0,0.7464285714285714,0.9390206473214285,1.0,0.0,-1,1.0,2.0
307,colitis,53,70,150,49,18,3,0,0.6857142857142857,0.9714285714285714,1.0,0.0,-1,1.0,2.0
308,colitis,71,70,151,69,1,0,0,0.44821428571428573,0.9242745535714286,1.0,0.0,-1,1.0,2.0
309,colitis,22,70,153,55,10,5,0,0.6017857142857143,0.8384486607142857,1.0,0.0,-1,1.0,2.0
310,colitis,50,70,152,64,5,0,1,0.75,0.9821707589285714,1.0,0.0,-1,1.0,2.0
311,colitis,70,70,150,66,2,0,2,0.7071428571428572,0.9671037946428571,1.0,0.0,-1,1.0,2.0
312,colitis,69,70,152,68,2,0,0,0.5607142857142857,0.860546875,1.0,0.0,-1,1.0,2.0
313,colitis,52,70,149,61,9,0,0,0.49642857142857144,0.9345982142857143,1.0,0.0,-1,1.0,2.0
314,colitis,21,70,152,61,9,0,0,0.55,0.9286272321428571,1.0,0.0,-1,1.0,2.0
315,colitis,68,70,151,70,0,0,0,0.7428571428571429,0.9857142857142858,1.0,0.0,-1,1.0,2.0
316,colitis,58,70,149,69,1,0,0,0.7571428571428571,0.9857142857142858,1.0,0.0,-1,1.0,2.0
317,colitis,20,70,153,59,10,0,1,0.6428571428571429,0.9682756696428572,1.0,0.0,-1,1.0,2.0
318,colitis,67,70,151,69,1,0,0,0.7071428571428572,0.9857142857142858,1.0,0.0,-1,1.0,2.0
319,colitis,0,70,152,69,1,0,0,0.7857142857142857,0.9857142857142858,1.0,0.0,-1,1.0,2.0
320,colitis,66,70,151,57,12,1,0,0.7011904761904763,0.9602818080357143,1.0,0.0,-1,1.0,2.0
321,colitis,51,70,152,69,1,0,0,0.5821428571428572,0.8782784598214286,1.0,0.0,-1,1.0,2.0
322,colitis,99,70,153,69,1,0,0,0.65,0.9410435267857142,1.0,0.0,-1,1.0,2.0
323,colitis,65,70,152,61,6,2,1,0.625,0.9665178571428571,1.0,0.0,-1,1.0,2.0
324,colitis,98,70,150,59,9,1,1,0.6928571428571428,0.9725306919642858,1.0,0.0,-1,1.0,2.0
325,colitis,64,70,152,64,5,0,1,0.6678571428571428,0.9789481026785715,1.0,0.0,-1,1.0,2.0
326,colitis,97,70,151,59,10,0,1,0.5321428571428571,0.9030691964285714,1.0,0.0,-1,1.0,2.0
327,colitis,63,70,152,66,4,0,0,0.6928571428571428,0.9648018973214286,1.0,0.0,-1,1.0,2.0
328,colitis,19,70,149,65,4,0,1,0.75,0.9783342633928571,1.0,0.0,-1,1.0,2.0
329,colitis,96,70,153,66,4,0,0,0.6517857142857143,0.9857142857142858,1.0,0.0,-1,1.0,2.0
330,colitis,56,70,153,62,7,0,1,0.7357142857142858,0.9857142857142858,1.0,0.0,-1,1.0,2.0
331,colitis,62,70,150,64,4,0,2,0.6464285714285715,0.9311662946428572,1.0,0.0,-1,1.0,2.0
332,colitis,55,70,150,63,6,0,1,0.6619047619047619,0.9239676339285714,1.0,0.0,-1,1.0,2.0
333,colitis,95,70,152,62,7,0,1,0.7714285714285715,0.9857142857142858,1.0,0.0,-1,1.0,2.0
334,colitis,61,70,150,69,1,0,0,0.6714285714285714,0.9857142857142858,1.0,0.0,-1,1.0,2.0
335,colitis,54,70,151,68,2,0,0,0.5523809523809523,0.9279296875,1.0,0.0,-1,1.0,2.0
336,colitis,94,70,151,69,1,0,0,0.6857142857142857,0.9714285714285714,1.0,0.0,-1,1.0,2.0
337,colitis,18,70,151,64,4,0,2,0.6116071428571429,0.9695591517857143,1.0,0.0,-1,1.0,2.0
338,colitis,60,70,149,53,16,1,0,0.7142857142857143,0.9371930803571429,1.0,0.0,-1,1.0,2.0
339,colitis,93,70,152,44,23,1,2,0.6125,0.9654715401785714,1.0,0.0,-1,1.0,2.0
340,colitis,59,70,149,59,10,0,1,0.7357142857142858,0.9857142857142858,1.0,0.0,-1,1.0,2.0
341,colitis,27,70,153,54,13,0,3,0.6125,0.9359654017857143,1.0,0.0,-1,1.0,2.0
342,colitis,17,70,152,63,7,0,0,0.6857142857142857,0.9570591517857143,1.0,0.0,-1,1.0,2.0
343,colitis,92,70,150,64,4,0,2,0.638095238095238,0.90771484375,1.0,0.0,-1,1.0,2.0
344,colitis,4,70,153,68,2,0,0,0.7214285714285714,0.9857142857142858,1.0,0.0,-1,1.0,2.0
345,colitis,91,70,150,65,5,0,0,0.7642857142857142,0.9857142857142858,1.0,0.0,-1,1.0,2.0
346,colitis,9,70,152,65,4,0,1,0.6642857142857143,0.8418805803571429,1.0,0.0,-1,1.0,2.0
347,colitis,36,70,149,65,4,0,1,0.7214285714285714,0.9857142857142858,1.0,0.0,-1,1.0,2.0
348,colitis,26,70,152,57,12,1,0,0.6517857142857143,0.9471958705357143,1.0,0.0,-1,1.0,2.0
349,colitis,3,70,152,68,2,0,0,0.5372767857142857,0.9062639508928572,1.0,0.0,-1,1.0,2.0
350,colitis,90,70,152,69,1,0,0,0.6928571428571428,0.9527622767857142,1.0,0.0,-1,1.0,2.0
351,colitis,47,70,149,48,14,0,8,0.7535714285714286,0.9857142857142858,0.5,0.25,69.0,1.0,2.0
352,colitis,38,70,150,49,19,1,1,0.7785714285714286,0.9714285714285714,1.0,0.0,-1,1.0,2.0
353,colitis,35,70,150,68,2,0,0,0.6642857142857143,0.961328125,1.0,0.0,-1,1.0,2.0
354,colitis,89,70,150,69,1,0,0,0.6928571428571428,0.9857142857142858,1.0,0.0,-1,1.0,2.0
355,colitis,25,70,152,65,5,0,0,0.6178571428571429,0.9337611607142857,1.0,0.0,-1,1.0,2.0
356,colitis,16,70,152,67,1,0,2,0.6585459183673469,0.9581473214285714,1.0,0.0,-1,1.0,2.0
357,colitis,28,70,152,68,2,0,0,0.5080357142857143,0.8745256696428572,1.0,0.0,-1,1.0,2.0
358,colitis,88,70,150,67,2,0,1,0.6928571428571428,0.9714285714285714,1.0,0.0,-1,1.0,2.0
359,colitis,34,70,152,63,7,0,0,0.7142857142857143,0.9586495535714286,1.0,0.0,-1,1.0,2.0
360,colitis,2,70,148,68,1,0,1,0.6928571428571428,0.9658342633928572,1.0,0.0,-1,1.0,2.0
361,colitis,14,70,151,69,1,0,0,0.7571428571428571,0.9857142857142858,1.0,0.0,-1,1.0,2.0
362,colitis,87,70,152,63,7,0,0,0.6142857142857143,0.9162527901785714,1.0,0.0,-1,1.0,2.0
363,colitis,39,70,151,68,2,0,0,0.7071428571428572,0.9857142857142858,1.0,0.0,-1,1.0,2.0
364,colitis,15,70,150,69,1,0,0,0.6928571428571428,0.9562220982142857,1.0,0.0,-1,1.0,2.0
365,colitis,7,70,146,65,4,0,1,0.5089285714285714,0.9279994419642857,1.0,0.0,-1,1.0,2.0
366,colitis,86,70,152,57,12,0,1,0.7178571428571429,0.9767299107142857,1.0,0.0,-1,1.0,2.0
367,colitis,8,70,151,58,9,0,3,0.6428571428571429,0.9161551339285714,1.0,0.0,-1,1.0,2.0
368,colitis,45,70,152,63,7,0,0,0.7357142857142858,0.9857142857142858,1.0,0.0,-1,1.0,2.0
369,colitis,85,70,149,69,1,0,0,0.7357142857142858,0.9857142857142858,1.0,0.0,-1,1.0,2.0
370,colitis,41,70,151,63,7,0,0,0.7357142857142858,0.9857142857142858,1.0,0.0,-1,1.0,2.0
371,colitis,46,70,153,64,5,0,1,0.6857142857142857,0.9200334821428572,1.0,0.0,-1,1.0,2.0
372,colitis,13,70,152,67,1,0,2,0.6821428571428572,0.9857142857142858,1.0,0.0,-1,1.0,2.0
373,colitis,40,70,151,61,8,0,1,0.6928571428571428,0.9857142857142858,1.0,0.0,-1,1.0,2.0
374,colitis,84,70,152,51,19,0,0,0.7642857142857142,0.9857142857142858,1.0,0.0,-1,1.0,2.0
375,colitis,33,70,148,69,1,0,0,0.75,0.9857142857142858,1.0,0.0,-1,1.0,2.0
376,colitis,44,70,152,69,1,0,0,0.6803571428571429,0.93125,1.0,0.0,-1,1.0,2.0
377,colitis,83,70,153,65,5,0,0,0.6559523809523811,0.9205217633928572,1.0,0.0,-1,1.0,2.0
378,colitis,31,70,151,60,9,0,1,0.7214285714285714,0.9857142857142858,1.0,0.0,-1,1.0,2.0
379,colitis,82,70,150,68,2,0,0,0.7142857142857143,0.9857142857142858,1.0,0.0,-1,1.0,2.0
380,colitis,32,70,149,67,2,0,1,0.6057142857142858,0.9457868303571428,1.0,0.0,-1,1.0,2.0
381,colitis,81,70,152,63,7,0,0,0.7714285714285715,0.9714006696428571,1.0,0.0,-1,1.0,2.0
382,colitis,12,70,151,62,8,0,0,0.7285714285714285,0.9857142857142858,1.0,0.0,-1,1.0,2.0
383,colitis,80,70,150,60,8,0,2,0.7285714285714285,0.9857142857142858,1.0,0.0,-1,1.0,2.0
384,colitis,48,70,152,62,8,0,0,0.7357142857142858,0.97490234375,1.0,0.0,-1,1.0,2.0
385,colitis,11,70,150,60,9,0,1,0.6339285714285714,0.9188895089285715,1.0,0.0,-1,1.0,2.0
386,colitis,79,70,152,65,5,0,0,0.7071428571428572,0.9714285714285714,1.0,0.0,-1,1.0,2.0
387,colitis,42,70,148,64,5,0,1,0.6771428571428572,0.9200753348214286,1.0,0.0,-1,1.0,2.0
388,colitis,78,70,150,62,4,0,4,0.675,0.9431780133928571,1.0,0.0,-1,1.0,2.0
